# ADAPT-SQL Batch Processing Results
# Generated: 2026-05-05 22:26:23
# Total Queries: 100
#
# ========================================
# SUMMARY STATISTICS
# ========================================
#
Metric,Value,Percentage
Total Queries,100,100.0%
Valid SQL,100,100.0%
Execution Success,100,100.0%
Execution Accuracy (EX=1.0),91,91.0%
Exact-Set-Match (EM=1.0),11,11.0%
Average Composite Score,0.7500,75.0%
EASY Queries,14,14.0%
NON_NESTED_COMPLEX Queries,64,64.0%
NESTED_COMPLEX Queries,22,22.0%
Queries Requiring Retry,100,100.0%
Retry Success Rate,91,91.0%
#
# ========================================
# PER-QUERY RESULTS
# ========================================
#
Index,Database,Question,Complexity,Strategy,Num_Tables,Num_Columns,Generated_SQL,Ground_Truth_SQL,Is_Valid,Validation_Score,Num_Errors,Num_Warnings,Execution_Success,Execution_Time_Sec,Execution_Error,Execution_Accuracy_EX,Exact_Set_Match_EM,Evaluation_Score,Match_SELECT,Match_FROM,Match_WHERE,Match_GROUP_BY,Match_ORDER_BY,Retry_Attempts,Retry_Success,GoT_Winner,GoT_Primary_Rows,GoT_Alt_Rows,MC_Winner_Index,MC_Winner_Reason,MC_N_Candidates,Set_Op_Detected
22,concert_singer,Show the stadium name and the number of concerts in each stadium.,NON_NESTED_COMPLEX,INTERMEDIATE_REPRESENTATION,2,12,"SELECT stadium.Name,
       COUNT(concert.concert_ID)
FROM concert
JOIN stadium ON concert.Stadium_ID = stadium.Stadium_ID
GROUP BY stadium.Name;","SELECT T2.name ,  count(*) FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id GROUP BY T1.stadium_id",True,0.83,2,1,True,0.0026018619537353516,,True,False,0.8,False,False,True,False,True,1,True,,,,,,,False
23,concert_singer,"For each stadium, how many concerts play there?",NON_NESTED_COMPLEX,INTERMEDIATE_REPRESENTATION,4,13,"SELECT stadium.Name,
       COUNT(concert.concert_ID)
FROM concert
JOIN stadium ON concert.Stadium_ID = stadium.Stadium_ID
GROUP BY stadium.Name;","SELECT T2.name ,  count(*) FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id GROUP BY T1.stadium_id",True,0.83,2,1,True,0.0034558773040771484,,True,False,0.8,False,False,True,False,True,2,True,,,,,,,False
24,concert_singer,Show the stadium name and capacity with most number of concerts in year 2014 or after.,NON_NESTED_COMPLEX,INTERMEDIATE_REPRESENTATION,2,12,"SELECT stadium.Name,
       stadium.Capacity
FROM concert
JOIN stadium ON concert.Stadium_ID = stadium.Stadium_ID
WHERE concert.Year >= 2014
GROUP BY stadium.Stadium_ID
ORDER BY count(concert.concert_ID) DESC
LIMIT 1;","SELECT T2.name ,  T2.capacity FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.year  >=  2014 GROUP BY T2.stadium_id ORDER BY count(*) DESC LIMIT 1",True,0.85,2,0,True,0.0032629966735839844,,True,False,0.8,False,False,False,False,False,1,True,,,,,,,False
25,concert_singer,What is the name and capacity of the stadium with the most concerts after 2013 ?,NON_NESTED_COMPLEX,INTERMEDIATE_REPRESENTATION,2,12,"SELECT stadium.Name,
       stadium.Capacity
FROM concert
JOIN stadium ON concert.Stadium_ID = stadium.Stadium_ID
WHERE concert.Year > 2013
GROUP BY stadium.Stadium_ID
ORDER BY count(concert.concert_ID) DESC
LIMIT 1;","select t2.name ,  t2.capacity from concert as t1 join stadium as t2 on t1.stadium_id  =  t2.stadium_id where t1.year  >  2013 group by t2.stadium_id order by count(*) desc limit 1",True,0.85,2,0,True,0.0033960342407226562,,True,False,0.8,False,False,False,False,False,1,True,,,,,,,False
26,concert_singer,Which year has most number of concerts?,NON_NESTED_COMPLEX,INTERMEDIATE_REPRESENTATION,1,5,"SELECT concert.Year
FROM concert
GROUP BY concert.Year
ORDER BY COUNT(concert.concert_ID) DESC
LIMIT 1;",SELECT YEAR FROM concert GROUP BY YEAR ORDER BY count(*) DESC LIMIT 1,True,1.0,1,0,True,0.0027756690979003906,,True,False,0.8,False,True,True,False,False,3,True,,,,,,,False
27,concert_singer,What is the year that had the most concerts?,NON_NESTED_COMPLEX,INTERMEDIATE_REPRESENTATION,4,17,SELECT YEAR FROM concert GROUP BY YEAR ORDER BY count(*) DESC LIMIT 1;,SELECT YEAR FROM concert GROUP BY YEAR ORDER BY count(*) DESC LIMIT 1,True,1.0,1,0,True,0.003106832504272461,,True,True,1.0,True,True,True,True,True,1,True,,,,,,,False
28,concert_singer,Show the stadium names without any concert.,EASY,SIMPLE_FEW_SHOT,2,12,SELECT name FROM stadium WHERE stadium_id NOT IN (SELECT stadium_id FROM concert);,SELECT name FROM stadium WHERE stadium_id NOT IN (SELECT stadium_id FROM concert),True,0.9,2,1,True,0.00315093994140625,,True,False,0.8,True,True,False,True,True,1,True,,,,,,,True
29,concert_singer,What are the names of the stadiums without any concerts?,NON_NESTED_COMPLEX,INTERMEDIATE_REPRESENTATION,4,12,"SELECT stadium.Name
FROM stadium
LEFT JOIN concert ON stadium.Stadium_ID = concert.Stadium_ID
WHERE concert.Stadium_ID IS NULL;",SELECT name FROM stadium WHERE stadium_id NOT IN (SELECT stadium_id FROM concert),True,0.85,2,0,True,0.0028951168060302734,,True,False,0.8,False,False,False,True,True,1,True,,,,,,,True
30,concert_singer,Show countries where a singer above age 40 and a singer below 30 are from.,NON_NESTED_COMPLEX,INTERMEDIATE_REPRESENTATION,3,14,SELECT Country FROM singer WHERE Age > 40 INTERSECT SELECT Country FROM singer WHERE Age < 30;,SELECT country FROM singer WHERE age  >  40 INTERSECT SELECT country FROM singer WHERE age  <  30,True,0.92,2,0,True,0.002721071243286133,,True,False,0.8,True,True,False,True,True,1,True,,,,,,,False
31,concert_singer,Show names for all stadiums except for stadiums having a concert in year 2014.,NESTED_COMPLEX,DECOMPOSED_GENERATION,2,9,SELECT Name FROM stadium WHERE Stadium_ID NOT IN (SELECT Stadium_ID FROM concert WHERE YEAR = '2014');,SELECT name FROM stadium EXCEPT SELECT T2.name FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.year  =  2014,True,1.0,1,0,True,0.003637552261352539,,True,False,0.8,True,False,False,True,True,1,True,,,,,,,True
32,concert_singer,What are the names of all stadiums that did not have a concert in 2014?,NESTED_COMPLEX,DECOMPOSED_GENERATION,2,12,SELECT name FROM stadium WHERE Stadium_ID NOT IN (SELECT Stadium_ID FROM concert WHERE YEAR = '2014');,SELECT name FROM stadium EXCEPT SELECT T2.name FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.year  =  2014,True,1.0,1,0,True,0.003269672393798828,,True,False,0.8,True,False,False,True,True,1,True,,,,,,,False
33,concert_singer,Show the name and theme for all concerts and the number of singers in each concert.,NON_NESTED_COMPLEX,INTERMEDIATE_REPRESENTATION,2,7,"SELECT concert.concert_Name,
       concert.Theme,
       COUNT(singer_in_concert.Singer_ID)
FROM concert
JOIN singer_in_concert ON concert.concert_ID = singer_in_concert.concert_ID
GROUP BY concert.concert_ID, concert.concert_Name, concert.Theme;","SELECT T2.concert_name ,  T2.theme ,  count(*) FROM singer_in_concert AS T1 JOIN concert AS T2 ON T1.concert_id  =  T2.concert_id GROUP BY T2.concert_id",True,0.83,2,1,True,0.0028438568115234375,,True,False,0.8,False,False,True,False,True,1,True,,,,,,,False
34,concert_singer,"What are the names , themes , and number of singers for every concert ?",NON_NESTED_COMPLEX,INTERMEDIATE_REPRESENTATION,3,12,"SELECT concert.concert_Name,
       concert.Theme,
       COUNT(singer_in_concert.Singer_ID)
FROM concert
JOIN singer_in_concert ON concert.concert_ID = singer_in_concert.concert_ID
GROUP BY concert.concert_Name,
         concert.Theme;","select t2.concert_name ,  t2.theme ,  count(*) from singer_in_concert as t1 join concert as t2 on t1.concert_id  =  t2.concert_id group by t2.concert_id",True,0.83,2,1,True,0.021869182586669922,,True,False,0.8,False,False,True,False,True,1,True,,,,,,,False
35,concert_singer,List singer names and number of concerts for each singer.,NON_NESTED_COMPLEX,INTERMEDIATE_REPRESENTATION,4,16,"SELECT singer.Name,
       COUNT(singer_in_concert.concert_ID)
FROM singer
JOIN singer_in_concert ON singer.Singer_ID = singer_in_concert.Singer_ID
GROUP BY singer.Name;","SELECT T2.name ,  count(*) FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id GROUP BY T2.singer_id",True,0.83,2,1,True,0.0030202865600585938,,True,False,0.8,False,False,True,False,True,1,True,,,,,,,False
36,concert_singer,What are the names of the singers and number of concerts for each person?,NON_NESTED_COMPLEX,INTERMEDIATE_REPRESENTATION,4,16,"SELECT singer.Name,
       COUNT(singer_in_concert.concert_ID)
FROM singer
JOIN singer_in_concert ON singer.Singer_ID = singer_in_concert.Singer_ID
GROUP BY singer.Name;","SELECT T2.name ,  count(*) FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id GROUP BY T2.singer_id",True,0.83,2,1,True,0.0031805038452148438,,True,False,0.8,False,False,True,False,True,1,True,,,,,,,False
37,concert_singer,List all singer names in concerts in year 2014.,NON_NESTED_COMPLEX,INTERMEDIATE_REPRESENTATION,3,6,"SELECT singer.Name
FROM concert
JOIN singer_in_concert ON concert.concert_ID = singer_in_concert.concert_ID
JOIN singer ON singer_in_concert.Singer_ID = singer.Singer_ID
WHERE concert.Year = '2014';",SELECT T2.name FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id JOIN concert AS T3 ON T1.concert_id  =  T3.concert_id WHERE T3.year  =  2014,True,0.7,3,0,True,0.0031833648681640625,,True,False,0.8,False,False,False,True,True,1,True,,,,,,,False
38,concert_singer,What are the names of the singers who performed in a concert in 2014?,NON_NESTED_COMPLEX,INTERMEDIATE_REPRESENTATION,4,13,"SELECT singer.Name
FROM concert
JOIN singer_in_concert ON concert.concert_ID = singer_in_concert.concert_ID
JOIN singer ON singer_in_concert.Singer_ID = singer.Singer_ID
WHERE concert.Year = '2014';",SELECT T2.name FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id JOIN concert AS T3 ON T1.concert_id  =  T3.concert_id WHERE T3.year  =  2014,True,0.7,3,0,True,0.0033037662506103516,,True,False,0.8,False,False,False,True,True,1,True,,,,,,,False
39,concert_singer,what is the name and nation of the singer who have a song having 'Hey' in its name?,NESTED_COMPLEX,DECOMPOSED_GENERATION,1,3,"SELECT Name, Country FROM singer WHERE Song_Name LIKE '%Hey%';","SELECT name ,  country FROM singer WHERE song_name LIKE '%Hey%'",True,0.92,2,0,True,0.0036003589630126953,,True,False,0.8,True,True,False,True,True,2,True,,,,,,,False
40,concert_singer,What is the name and country of origin of every singer who has a song with the word 'Hey' in its title?,NESTED_COMPLEX,DECOMPOSED_GENERATION,4,21,"SELECT s.Name,
       s.Country
FROM singer AS s
JOIN
  (SELECT Singer_ID
   FROM singer
   WHERE Song_Name LIKE ""%Hey%""
   GROUP BY Singer_ID) AS subquery ON s.Singer_ID = subquery.Singer_ID;","SELECT name ,  country FROM singer WHERE song_name LIKE '%Hey%'",True,1.0,1,0,True,0.0034933090209960938,,True,False,0.8,False,False,False,False,True,1,True,,,,,,,False
41,concert_singer,Find the name and location of the stadiums which some concerts happened in the years of both 2014 and 2015.,NON_NESTED_COMPLEX,INTERMEDIATE_REPRESENTATION,2,8,"SELECT t1.Name,
       t1.Location
FROM stadium AS t1
JOIN concert AS t2 ON t1.Stadium_ID = t2.Stadium_ID
WHERE t2.Year = 2014
INTERSECT
SELECT t1.Name,
       t1.Location
FROM stadium AS t1
JOIN concert AS t2 ON t1.Stadium_ID = t2.Stadium_ID
WHERE t2.Year = 2015;","SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2014 INTERSECT SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2015",True,0.92,2,0,True,0.004452705383300781,,True,False,0.8,False,True,False,True,True,1,True,,,,,,,True
42,concert_singer,What are the names and locations of the stadiums that had concerts that occurred in both 2014 and 2015?,NESTED_COMPLEX,DECOMPOSED_GENERATION,2,8,"SELECT stadium.Name,
       stadium.Location
FROM stadium
WHERE stadium.Stadium_ID IN (
    SELECT DISTINCT concert.Stadium_ID
    FROM concert
    WHERE concert.Year = '2014'
    INTERSECT
    SELECT DISTINCT concert.Stadium_ID
    FROM concert
    WHERE concert.Year = '2015'
);","SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2014 INTERSECT SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2015",True,0.31999999999999995,4,0,True,0.003356456756591797,,True,False,0.8,False,False,False,True,True,1,True,,,,,,,True
43,concert_singer,Find the number of concerts happened in the stadium with the highest capacity .,NON_NESTED_COMPLEX,INTERMEDIATE_REPRESENTATION,2,12,"SELECT count(concert.concert_ID)
FROM concert
JOIN stadium ON concert.Stadium_ID = stadium.Stadium_ID
WHERE stadium.Capacity =
    (SELECT max(stadium.Capacity)
     FROM stadium);",select count(*) from concert where stadium_id = (select stadium_id from stadium order by capacity desc limit 1),True,0.85,2,0,True,0.003632783889770508,,True,False,0.8,False,False,False,True,False,1,True,,,,,,,False
44,concert_singer,What are the number of concerts that occurred in the stadium with the largest capacity ?,NON_NESTED_COMPLEX,INTERMEDIATE_REPRESENTATION,4,13,"SELECT COUNT(concert.concert_ID)
FROM concert
JOIN stadium ON concert.Stadium_ID = stadium.Stadium_ID
WHERE stadium.Stadium_ID =
    (SELECT Stadium_ID
     FROM stadium
     ORDER BY Capacity DESC
     LIMIT 1);",select count(*) from concert where stadium_id = (select stadium_id from stadium order by capacity desc limit 1),True,0.85,2,0,True,0.003182649612426758,,True,False,0.8,False,False,False,True,True,1,True,,,,,,,False
45,pets_1,Find the number of pets whose weight is heavier than 10.,NON_NESTED_COMPLEX,INTERMEDIATE_REPRESENTATION,3,14,SELECT count(PetID) FROM Pets WHERE weight > 10;,SELECT count(*) FROM pets WHERE weight  >  10,True,1.0,1,0,True,0.003477811813354492,,True,False,0.8,False,True,False,True,True,1,True,,,,,,,False
46,pets_1,How many pets have a greater weight than 10?,NON_NESTED_COMPLEX,INTERMEDIATE_REPRESENTATION,3,14,SELECT count(PetID) FROM Pets WHERE weight > 10;,SELECT count(*) FROM pets WHERE weight  >  10,True,1.0,1,0,True,0.003409147262573242,,True,False,0.8,False,True,False,True,True,1,True,,,,,,,False
47,pets_1,Find the weight of the youngest dog.,EASY,SIMPLE_FEW_SHOT,1,4,SELECT weight FROM Pets WHERE PetType = 'dog' ORDER BY pet_age ASC LIMIT 1;,SELECT weight FROM pets ORDER BY pet_age LIMIT 1,True,1.0,1,0,True,0.0036797523498535156,,True,False,0.8,True,True,False,True,True,1,True,,,,,,,False
48,pets_1,How much does the youngest dog weigh?,NON_NESTED_COMPLEX,INTERMEDIATE_REPRESENTATION,3,14,SELECT weight FROM Pets WHERE PetType = 'dog' ORDER BY pet_age ASC LIMIT 1;,SELECT weight FROM pets ORDER BY pet_age LIMIT 1,True,1.0,1,0,True,0.0029129981994628906,,True,False,0.8,True,True,False,True,True,1,True,,,,,,,False
49,pets_1,Find the maximum weight for each type of pet. List the maximum weight and pet type.,NON_NESTED_COMPLEX,INTERMEDIATE_REPRESENTATION,1,4,"SELECT max(weight), PetType FROM Pets GROUP BY PetType;","SELECT max(weight) ,  petType FROM pets GROUP BY petType",True,1.0,1,0,True,0.003123760223388672,,True,False,0.8,True,True,True,False,True,1,True,,,,,,,False
50,pets_1,List the maximum weight and type for each type of pet.,NON_NESTED_COMPLEX,INTERMEDIATE_REPRESENTATION,1,4,"SELECT max(weight), PetType FROM Pets GROUP BY PetType;","SELECT max(weight) ,  petType FROM pets GROUP BY petType",True,1.0,1,0,True,0.0030951499938964844,,True,False,0.8,True,True,True,False,True,1,True,,,,,,,False
51,pets_1,Find number of pets owned by students who are older than 20.,NON_NESTED_COMPLEX,INTERMEDIATE_REPRESENTATION,3,14,"SELECT count(Has_Pet.petid)
FROM Has_Pet
JOIN Student ON Has_Pet.stuid = Student.stuid
WHERE Student.age > 20;",SELECT count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.age  >  20,True,0.8400000000000001,3,0,True,0.004788875579833984,,True,False,0.8,False,False,False,True,True,1,True,,,,,,,False
52,pets_1,How many pets are owned by students that have an age greater than 20?,NESTED_COMPLEX,DECOMPOSED_GENERATION,3,8,"SELECT COUNT(P.PetID)
FROM Pets P
JOIN Has_Pet HP ON P.PetID = HP.PetID
WHERE HP.StuID IN
    (SELECT S.StuID
     FROM Student S
     WHERE S.Age > 20);",SELECT count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.age  >  20,True,1.0,1,0,True,0.003757953643798828,,True,False,0.8,False,False,False,True,True,1,True,,,,,,,False
53,pets_1,Find the number of dog pets that are raised by female students (with sex F).,NON_NESTED_COMPLEX,INTERMEDIATE_REPRESENTATION,3,6,"SELECT count(Pets.PetID)
FROM Has_Pet
JOIN Pets ON Has_Pet.PetID = Pets.PetID
JOIN Student ON Has_Pet.StuID = Student.StuID
WHERE Student.Sex = 'F'
  AND Pets.PetType = 'dog';",SELECT count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T2.petid  =  T3.petid WHERE T1.sex  =  'F' AND T3.pettype  =  'dog',True,0.7600000000000001,4,0,True,0.003333568572998047,,True,False,0.8,False,False,False,True,True,1,True,,,,,,,False
